,SV.,SS.,SM.,OA.,V.,ND.,LC.,U.,8N.,Pokémon,,Format,Index
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,2,-,2,-,1,2,-,5,2,Minior,,,
,2,-,-,-,-,-,-,-,-,Minior (T),,,
,-,-,2,-,-,-,-,-,-,Minior (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,1,-,2,-,1,1,-,2,2,Komala,,,
,1,-,-,-,-,-,-,-,-,Komala (T),,,
,-,-,2,-,-,-,-,-,-,Komala (Z),,,
,-,4,1,-,-,2,-,1,2,Turtonator,,,
,-,-,-,-,-,-,-,-,-,Turtonator (T),,,
,-,-,1,-,-,-,-,-,-,Turtonator (Z),,,
,-,2,2,-,-,2,-,2,2,Togedemaru,,,
,-,-,-,-,-,-,-,-,-,Togedemaru (T),,,
,-,-,2,-,-,-,-,-,-,Togedemaru (Z),,,
,7,5,7,-,10,7,-,7,8,Mimikyu,,,
,7,-,-,-,-,-,-,-,-,Mimikyu (T),,,
,-,-,7,-,-,-,-,-,-,Mimikyu (Z),,,
,3,-,2,-,8,2,-,3,4,Bruxish,,,
,3,-,-,-,-,-,-,-,-,Bruxish (T),,,
,-,-,2,-,-,-,-,-,-,Bruxish (Z),,,
,-,3,3,-,-,3,-,4,5,Drampa,,,
,-,-,-,-,-,-,-,-,-,Drampa (T),,,
,-,-,3,-,-,-,-,-,-,Drampa (Z),,,
,-,3,4,-,-,5,-,7,6,Dhelmise,,,
,-,-,-,-,-,-,-,-,-,Dhelmise (T),,,
,-,-,4,-,-,-,-,-,-,Dhelmise (Z),,,
,1,1,1,-,1,1,7,1,1,Jangmo-o,,,
,1,-,-,-,-,-,-,-,-,Jangmo-o (T),,,
,-,-,1,-,-,-,-,-,-,Jangmo-o (Z),,,
,1,1,1,-,1,1,-,1,1,Hakamo-o,,,
,1,-,-,-,-,-,-,-,-,Hakamo-o (T),,,
,-,-,1,-,-,-,-,-,-,Hakamo-o (Z),,,
,10,10,12,-,11,9,-,11,13,Kommo-o,,,
,11,-,-,-,-,-,-,-,-,Kommo-o (T),,,
,-,-,12,-,-,-,-,-,-,Kommo-o (Z),,,
,-,19,20,-,-,18,-,19,18,Tapu Koko,,,
,-,-,-,-,-,-,-,-,-,Tapu Koko (T),,,
,-,-,20,-,-,-,-,-,-,Tapu Koko (Z),,,
,-,13,99,-,-,14,-,17,14,Tapu Lele,,,
,-,-,-,-,-,-,-,-,-,Tapu Lele (T),,,
,-,-,99,-,-,-,-,-,-,Tapu Lele (Z),,,
,-,9,10,-,-,10,-,11,10,Tapu Bulu,,,
,-,-,-,-,-,-,-,-,-,Tapu Bulu (T),,,
,-,-,10,-,-,-,-,-,-,Tapu Bulu (Z),,,
,-,15,16,-,-,15,-,19,15,Tapu Fini,,,
,-,-,-,-,-,-,-,-,-,Tapu Fini (T),,,
,-,-,16,-,-,-,-,-,-,Tapu Fini (Z),,,
,1,1,1,-,-,1,-,1,1,Cosmog,,,
,1,-,-,-,-,-,-,-,-,Cosmog (T),,,
,-,-,1,-,-,-,-,-,-,Cosmog (Z),,,
,1,1,1,-,-,1,-,1,1,Cosmoem,,,
,1,-,-,-,-,-,-,-,-,Cosmoem (T),,,
,-,-,1,-,-,-,-,-,-,Cosmoem (Z),,,
,99,99,99,-,-,99,-,24,99,Solgaleo,,,
,99,-,-,-,-,-,-,-,-,Solgaleo (T),,,
,-,-,99,-,-,-,-,-,-,Solgaleo (Z),,,
,99,99,99,-,-,99,-,27,99,Lunala,,,
,99,-,-,-,-,-,-,-,-,Lunala (T),,,
,-,-,99,-,-,-,-,-,-,Lunala (Z),,,
,-,13,12,-,-,12,-,14,12,Nihilego,,,
,-,-,-,-,-,-,-,-,-,Nihilego (T),,,
,-,-,12,-,-,-,-,-,-,Nihilego (Z),,,
,-,11,10,-,-,12,-,14,14,Buzzwole,,,
,-,-,-,-,-,-,-,-,-,Buzzwole (T),,,
,-,-,10,-,-,-,-,-,-,Buzzwole (Z),,,
,-,99,99,-,-,99,-,24,99,Pheromosa,,,
,-,-,-,-,-,-,-,-,-,Pheromosa (T),,,
,-,-,99,-,-,-,-,-,-,Pheromosa (Z),,,
,-,5,7,-,-,7,-,8,9,Xurkitree,,,
,-,-,-,-,-,-,-,-,-,Xurkitree (T),,,
,-,-,7,-,-,-,-,-,-,Xurkitree (Z),,,
,-,17,18,-,-,14,-,13,15,Celesteela,,,
,-,-,-,-,-,-,-,-,-,Celesteela (T),,,
,-,-,18,-,-,-,-,-,-,Celesteela (Z),,,
,-,18,16,-,-,16,-,15,16,Kartana,,,
,-,-,-,-,-,-,-,-,-,Kartana (T),,,
,-,-,16,-,-,-,-,-,-,Kartana (Z),,,
,-,4,3,-,-,3,-,2,5,Guzzlord,,,
,-,-,-,-,-,-,-,-,-,Guzzlord (T),,,
,-,-,3,-,-,-,-,-,-,Guzzlord (Z),,,
,12,16,16,-,99,16,-,13,17,Necrozma,,,
,13,-,-,-,-,-,-,-,-,Necrozma (T),,,
,-,-,16,-,-,-,-,-,-,Necrozma (Z),,,
,-,-,99,-,-,99,-,99,99,Necrozma-Ultra,,,
,99,99,99,-,-,99,-,99,99,Necrozma-Dusk-Mane,,,
,99,-,-,-,-,-,-,-,-,Necrozma-Dusk-Mane (T),,,
,-,-,99,-,-,-,-,-,-,Necrozma-Dusk-Mane (Z),,,
,99,99,99,-,-,99,-,20,99,Necrozma-Dawn-Wings,,,
,99,-,-,-,-,-,-,-,-,Necrozma-Dawn-Wings (T),,,
,-,-,99,-,-,-,-,-,-,Necrozma-Dawn-Wings (Z),,,
,99,99,99,-,99,99,-,23,99,Magearna,,,
,99,-,-,-,-,-,-,-,-,Magearna (T),,,
,-,-,99,-,-,-,-,-,-,Magearna (Z),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,-,-,-,-,-,-,-,-,- (Z),,,
,-,99,99,-,-,99,-,30,99,Marshadow,,,
,-,-,-,-,-,-,-,-,-,Marshadow (T),,,
,-,-,99,-,-,-,-,-,-,Marshadow (Z),,,
,-,1,1,-,-,1,-,1,1,Poipole,,,
,-,-,-,-,-,-,-,-,-,Poipole (T),,,
,-,-,1,-,-,-,-,-,-,Poipole (Z),,,
,-,99,99,-,-,99,-,20,99,Naganadel,,,
,-,-,-,-,-,-,-,-,-,Naganadel (T),,,
,-,-,99,-,-,-,-,-,-,Naganadel (Z),,,
,-,4,5,-,-,6,-,5,7,Stakataka,,,
,-,-,-,-,-,-,-,-,-,Stakataka (T),,,
,-,-,5,-,-,-,-,-,-,Stakataka (Z),,,
,-,14,12,-,-,12,-,12,13,Blacephalon,,,
,-,-,-,-,-,-,-,-,-,Blacephalon (T),,,
,-,-,12,-,-,-,-,-,-,Blacephalon (Z),,,
,-,18,19,-,-,17,-,16,16,Zeraora,,,
,-,-,-,-,-,-,-,-,-,Zeraora (T),,,
,-,-,19,-,-,-,-,-,-,Zeraora (Z),,,
,-,1,-,-,-,1,-,1,1,Meltan,,,
,-,-,-,-,-,-,-,-,-,Meltan (T),,,
,-,-,-,-,-,-,-,-,-,Meltan (Z),,,
,-,16,-,-,-,15,-,15,15,Melmetal,,,
,-,-,-,-,-,-,-,-,-,Melmetal (T),,,
,1,1,-,-,1,1,14,1,1,Grookey,,,
,1,-,-,-,-,-,-,-,-,Grookey (T),,,
,2,3,-,-,5,2,-,2,4,Thwackey,,,
,2,-,-,-,-,-,-,-,-,Thwackey (T),,,
,12,13,-,-,19,14,-,13,15,Rillaboom,,,
,12,-,-,-,-,-,-,-,-,Rillaboom (T),,,
,1,1,-,-,1,1,12,1,1,Scorbunny,,,
,1,-,-,-,-,-,-,-,-,Scorbunny (T),,,
,1,1,-,-,1,1,-,1,1,Raboot,,,
,1,-,-,-,-,-,-,-,-,Raboot (T),,,
,14,14,-,-,8,14,-,16,12,Cinderace,,,
,14,-,-,-,-,-,-,-,-,Cinderace (T),,,
,1,1,-,-,1,1,5,1,1,Sobble,,,
,1,-,-,-,-,-,-,-,-,Sobble (T),,,
,1,1,-,-,1,1,-,1,1,Drizzile,,,
,1,-,-,-,-,-,-,-,-,Drizzile (T),,,
,6,4,-,-,5,5,-,9,7,Inteleon,,,
,6,-,-,-,-,-,-,-,-,Inteleon (T),,,
,1,1,-,-,1,1,2,1,1,Skwovet,,,
,1,-,-,-,-,-,-,-,-,Skwovet (T),,,
,1,2,-,-,2,1,-,1,2,Greedent,,,
,1,-,-,-,-,-,-,-,-,Greedent (T),,,
,1,1,-,-,1,1,4,1,1,Rookidee,,,
,1,-,-,-,-,-,-,-,-,Rookidee (T),,,
,1,1,-,-,1,1,-,1,1,Corvisquire,,,
,1,-,-,-,-,-,-,-,-,Corvisquire (T),,,
,10,11,-,-,10,10,-,15,12,Corviknight,,,
,10,-,-,-,-,-,-,-,-,Corviknight (T),,,
,-,1,-,-,-,1,2,1,1,Blipbug,,,
,-,-,-,-,-,-,-,-,-,Blipbug (T),,,
,-,1,-,-,-,1,-,2,1,Dottler,,,
,-,-,-,-,-,-,-,-,-,Dottler (T),,,
,-,2,-,-,-,2,-,2,2,Orbeetle,,,
,-,-,-,-,-,-,-,-,-,Orbeetle (T),,,
,-,1,-,-,-,1,3,1,1,Nickit,,,
,-,-,-,-,-,-,-,-,-,Nickit (T),,,
,-,1,-,-,-,1,-,1,2,Thievul,,,
,-,-,-,-,-,-,-,-,-,Thievul (T),,,
,-,1,-,-,-,1,6,1,1,Gossifleur,,,
,-,-,-,-,-,-,-,-,-,Gossifleur (T),,,
,-,4,-,-,-,3,-,3,5,Eldegoss,,,
,-,-,-,-,-,-,-,-,-,Eldegoss (T),,,
,-,1,-,-,-,1,5,1,1,Wooloo,,,
,-,-,-,-,-,-,-,-,-,Wooloo (T),,,
,-,1,-,-,-,1,-,1,2,Dubwool,,,
,-,-,-,-,-,-,-,-,-,Dubwool (T),,,
,1,1,-,-,1,1,7,1,1,Chewtle,,,
,1,-,-,-,-,-,-,-,-,Chewtle (T),,,
,3,2,-,-,3,4,-,4,2,Drednaw,,,
,3,-,-,-,-,-,-,-,-,Drednaw (T),,,
,-,1,-,-,-,1,4,1,1,Yamper,,,
,-,-,-,-,-,-,-,-,-,Yamper (T),,,
,-,1,-,-,-,2,-,3,3,Boltund,,,
,-,-,-,-,-,-,-,-,-,Boltund (T),,,
,1,1,-,-,1,1,5,1,1,Rolycoly,,,
,1,-,-,-,-,-,-,-,-,Rolycoly (T),,,
,1,1,-,-,1,1,-,1,1,Carkol,,,
,1,-,-,-,-,-,-,-,-,Carkol (T),,,
,2,3,-,-,2,2,-,4,4,Coalossal,,,
,2,-,-,-,-,-,-,-,-,Coalossal (T),,,
,1,1,-,-,1,1,2,1,1,Applin,,,
,1,-,-,-,-,-,-,-,-,Applin (T),,,
,2,1,-,-,3,2,-,4,3,Flapple,,,
,2,-,-,-,-,-,-,-,-,Flapple (T),,,
,2,2,-,-,3,3,-,1,3,Appletun,,,
,2,-,-,-,-,-,-,-,-,Appletun (T),,,
,1,1,-,-,1,1,5,1,1,Silicobra,,,
,1,-,-,-,-,-,-,-,-,Silicobra (T),,,
,3,2,-,-,2,3,-,6,4,Sandaconda,,,
,3,-,-,-,-,-,-,-,-,Sandaconda (T),,,
,1,1,-,-,1,1,-,1,2,Cramorant,,,
,1,-,-,-,-,-,-,-,-,Cramorant (T),,,
,1,1,-,-,1,1,5,1,1,Arrokuda,,,
,1,-,-,-,-,-,-,-,-,Arrokuda (T),,,
,8,8,-,-,6,9,-,8,9,Barraskewda,,,
,9,-,-,-,-,-,-,-,-,Barraskewda (T),,,
,1,1,-,-,1,1,1,1,1,Toxel,,,
,1,-,-,-,-,-,-,-,-,Toxel (T),,,
,6,6,-,-,7,7,-,7,10,Toxtricity,,,
,7,-,-,-,-,-,-,-,-,Toxtricity (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,-,1,-,-,-,1,6,1,1,Sizzlipede,,,
,-,-,-,-,-,-,-,-,-,Sizzlipede (T),,,
,-,2,-,-,-,2,-,6,4,Centiskorch,,,
,-,-,-,-,-,-,-,-,-,Centiskorch (T),,,
,-,1,-,-,-,1,5,1,1,Clobbopus,,,
,-,-,-,-,-,-,-,-,-,Clobbopus (T),,,
,-,1,-,-,-,1,-,1,1,Grapploct,,,
,-,-,-,-,-,-,-,-,-,Grapploct (T),,,
,1,1,-,-,1,1,6,1,1,Sinistea,,,
,1,-,-,-,-,-,-,-,-,Sinistea (T),,,
,4,4,-,-,3,4,-,8,4,Polteageist,,,
,5,-,-,-,-,-,-,-,-,Polteageist (T),,,
,1,1,-,-,1,1,3,1,1,Hatenna,,,
,1,-,-,-,-,-,-,-,-,Hatenna (T),,,
,1,1,-,-,1,1,-,2,1,Hattrem,,,
,1,-,-,-,-,-,-,-,-,Hattrem (T),,,
,9,9,-,-,11,11,-,11,8,Hatterene,,,
,10,-,-,-,-,-,-,-,-,Hatterene (T),,,
,1,1,-,-,1,1,8,1,1,Impidimp,,,
,1,-,-,-,-,-,-,-,-,Impidimp (T),,,
,1,1,-,-,5,1,-,2,1,Morgrem,,,
,1,-,-,-,-,-,-,-,-,Morgrem (T),,,
,8,7,-,-,14,7,-,12,10,Grimmsnarl,,,
,8,-,-,-,-,-,-,-,-,Grimmsnarl (T),,,
,-,8,-,-,-,7,-,9,10,Obstagoon,,,
,-,-,-,-,-,-,-,-,-,Obstagoon (T),,,
,1,1,-,-,3,1,-,1,2,Perrserker,,,
,1,-,-,-,-,-,-,-,-,Perrserker (T),,,
,-,2,-,-,-,2,-,2,2,Cursola,,,
,-,-,-,-,-,-,-,-,-,Cursola (T),,,
,-,2,-,-,-,2,-,6,5,Sirfetch'd,,,
,-,-,-,-,-,-,-,-,-,Sirfetch'd (T),,,
,-,1,-,-,-,1,-,2,1,Mr. Rime,,,
,-,-,-,-,-,-,-,-,-,Mr. Rime (T),,,
,-,2,-,-,-,3,-,6,4,Runerigus,,,
,-,-,-,-,-,-,-,-,-,Runerigus (T),,,
,1,1,-,-,1,1,2,1,1,Milcery,,,
,1,-,-,-,-,-,-,-,-,Milcery (T),,,
,1,2,-,-,4,1,-,2,2,Alcremie,,,
,1,-,-,-,-,-,-,-,-,Alcremie (T),,,
,1,1,-,-,2,1,-,1,2,Falinks,,,
,1,-,-,-,-,-,-,-,-,Falinks (T),,,
,2,2,-,-,1,3,-,3,2,Pincurchin,,,
,2,-,-,-,-,-,-,-,-,Pincurchin (T),,,
,1,1,-,-,1,1,1,1,1,Snom,,,
,1,-,-,-,-,-,-,-,-,Snom (T),,,
,1,1,-,-,4,2,-,1,2,Frosmoth,,,
,2,-,-,-,-,-,-,-,-,Frosmoth (T),,,
,1,1,-,-,2,1,-,1,2,Stonjourner,,,
,1,-,-,-,-,-,-,-,-,Stonjourner (T),,,
,1,2,-,-,1,1,-,1,2,Eiscue,,,
,1,-,-,-,-,-,-,-,-,Eiscue (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,3,3,-,-,-,-,-,5,4,Indeedee,,,
,3,-,-,-,-,-,-,-,-,Indeedee (T),,,
,-,-,-,-,12,-,-,-,-,Indeedee-Male,,,
,-,-,-,-,-,-,-,-,-,Indeedee-Male (T),,,
,-,-,-,-,17,3,-,-,-,Indeedee-Female,,,
,-,-,-,-,-,-,-,-,-,Indeedee-Female (T),,,
,1,1,-,-,2,1,-,1,2,Morpeko,,,
,1,-,-,-,-,-,-,-,-,Morpeko (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,1,1,-,-,1,1,10,1,1,Cufant,,,
,1,-,-,-,-,-,-,-,-,Cufant (T),,,
,2,5,-,-,3,3,-,5,9,Copperajah,,,
,2,-,-,-,-,-,-,-,-,Copperajah (T),,,
,-,6,-,-,-,7,-,12,10,Dracozolt,,,
,-,-,-,-,-,-,-,-,-,Dracozolt (T),,,
,-,5,-,-,-,6,-,7,8,Arctozolt,,,
,-,-,-,-,-,-,-,-,-,Arctozolt (T),,,
,-,13,-,-,-,13,-,14,12,Dracovish,,,
,-,-,-,-,-,-,-,-,-,Dracovish (T),,,
,-,2,-,-,-,3,-,4,2,Arctovish,,,
,-,-,-,-,-,-,-,-,-,Arctovish (T),,,
,3,2,-,-,4,3,99,1,3,Duraludon,,,
,3,-,-,-,-,-,-,-,-,Duraludon (T),,,
,1,1,-,-,1,1,3,1,1,Dreepy,,,
,1,-,-,-,-,-,-,-,-,Dreepy (T),,,
,1,1,-,-,1,1,-,1,1,Drakloak,,,
,1,-,-,-,-,-,-,-,-,Drakloak (T),,,
,99,99,-,-,15,99,-,19,99,Dragapult,,,
,99,-,-,-,-,-,-,-,-,Dragapult (T),,,
,99,99,-,-,99,99,-,26,99,Zacian,,,
,99,-,-,-,-,-,-,-,-,Zacian (T),,,
,-,-,-,-,-,99,-,99,99,Zacian-Crowned,,,
,-,-,-,-,-,-,-,-,-,Zacian-Crowned (T),,,
,99,99,-,-,99,99,-,21,99,Zamazenta,,,
,99,-,-,-,-,-,-,-,-,Zamazenta (T),,,
,-,-,-,-,-,99,-,-,99,Zamazenta-Crowned,,,
,-,-,-,-,-,-,-,-,-,Zamazenta-Crowned (T),,,
,99,99,-,-,99,99,-,29,99,Eternatus,,,
,99,-,-,-,-,-,-,-,-,Eternatus (T),,,
,-,-,-,-,-,99,-,99,99,Eternamax Eternatus,,,
,-,-,-,-,-,-,-,-,-,Eternamax Eternatus (T),,,
,1,1,-,-,1,1,-,1,1,Kubfu,,,
,1,-,-,-,-,-,-,-,-,Kubfu (T),,,
,14,99,-,-,20,15,-,17,20,Urshifu-Single-Strike,,,
,16,-,-,-,-,-,-,-,-,Urshifu-Single-Strike (T),,,
,14,12,-,-,20,14,-,15,13,Urshifu-Rapid-Strike,,,
,16,-,-,-,-,-,-,-,-,Urshifu-Rapid-Strike (T),,,
,11,13,-,-,99,13,-,14,14,Zarude,,,
,19,-,-,-,-,-,-,-,-,Zarude (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,6,6,-,-,12,7,-,8,8,Regieleki,,,
,-,-,-,-,-,-,-,-,-,Regieleki (T),,,
,5,4,-,-,16,5,-,7,6,Regidrago,,,
,6,-,-,-,-,-,-,-,-,Regidrago (T),,,
,4,3,-,-,9,4,-,5,7,Glastrier,,,
,5,-,-,-,-,-,-,-,-,Glastrier (T),,,
,99,99,-,-,14,99,-,15,99,Spectrier,,,
,99,-,-,-,-,-,-,-,-,Spectrier (T),,,
,1,1,-,-,99,1,-,1,1,Calyrex,,,
,1,-,-,-,-,-,-,-,-,Calyrex (T),,,
,99,99,-,-,-,99,-,28,99,Calyrex-Ice-Rider,,,
,99,-,-,-,-,-,-,-,-,Calyrex-Ice-Rider (T),,,
,99,99,-,-,-,99,-,99,99,Calyrex-Shadow-Rider,,,
,99,-,-,-,-,-,-,-,-,Calyrex-Shadow-Rider (T),,,
,1,-,-,-,3,1,-,2,-,Wyrdeer,,,
,1,-,-,-,-,-,-,-,-,Wyrdeer (T),,,
,6,-,-,-,4,5,-,10,-,Kleavor,,,
,6,-,-,-,-,-,-,-,-,Kleavor (T),,,
,12,-,-,-,17,12,-,15,-,Ursaluna,,,
,13,-,-,-,-,-,-,-,-,Ursaluna (T),,,
,12,-,-,-,19,14,-,14,-,Ursaluna-Bloodmoon,,,
,-,-,-,-,-,-,-,-,-,Ursaluna-Bloodmoon (T),,,
,10,-,-,-,12,9,-,8,-,Basculegion,,,
,10,-,-,-,-,-,-,-,-,Basculegion (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,15,-,-,-,15,16,-,16,-,Sneasler,,,
,-,-,-,-,-,-,-,-,-,Sneasler (T),,,
,9,-,-,-,9,9,-,9,-,Overqwil,,,
,9,-,-,-,-,-,-,-,-,Overqwil (T),,,
,14,-,-,-,17,15,-,14,-,Enamorus-Incarnate,,,
,18,-,-,-,-,-,-,-,-,Enamorus-Incarnate (T),,,
,7,-,-,-,8,7,-,8,-,Enamorus-Therian,,,
,8,-,-,-,-,-,-,-,-,Enamorus-Therian (T),,,
,1,-,-,-,1,1,8,1,-,Sprigatito,,,
,1,-,-,-,-,-,-,-,-,Sprigatito (T),,,
,1,-,-,-,1,1,-,1,-,Floragato,,,
,1,-,-,-,-,-,-,-,-,Floragato (T),,,
,19,-,-,-,8,18,-,16,-,Meowscarada,,,
,19,-,-,-,-,-,-,-,-,Meowscarada (T),,,
,1,-,-,-,1,1,8,1,-,Fuecoco,,,
,1,-,-,-,-,-,-,-,-,Fuecoco (T),,,
,1,-,-,-,1,1,-,1,-,Crocalor,,,
,1,-,-,-,-,-,-,-,-,Crocalor (T),,,
,8,-,-,-,8,8,-,13,-,Skeledirge,,,
,9,-,-,-,-,-,-,-,-,Skeledirge (T),,,
,1,-,-,-,1,1,10,1,-,Quaxly,,,
,1,-,-,-,-,-,-,-,-,Quaxly (T),,,
,1,-,-,-,1,1,-,1,-,Quaxwell,,,
,1,-,-,-,-,-,-,-,-,Quaxwell (T),,,
,13,-,-,-,6,13,-,13,-,Quaquaval,,,
,16,-,-,-,-,-,-,-,-,Quaquaval (T),,,
,1,-,-,-,1,1,3,1,-,Lechonk,,,
,1,-,-,-,-,-,-,-,-,Lechonk (T),,,
,1,-,-,-,1,1,-,1,-,Oinkologne,,,
,1,-,-,-,-,-,-,-,-,Oinkologne (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
,-,-,-,-,-,-,-,-,-,- (T),,,
,1,-,-,-,1,1,4,1,-,Tarountula,,,
,1,-,-,-,-,-,-,-,-,Tarountula (T),,,
,1,-,-,-,1,1,-,2,-,Spidops,,,
,1,-,-,-,-,-,-,-,-,Spidops (T),,,
,1,-,-,-,1,1,9,1,-,Nymble,,,
,1,-,-,-,-,-,-,-,-,Nymble (T),,,
,6,-,-,-,4,6,-,8,-,Lokix,,,
,6,-,-,-,-,-,-,-,-,Lokix (T),,,
,1,-,-,-,1,1,5,1,-,Pawmi,,,
,1,-,-,-,-,-,-,-,-,Pawmi (T),,,
,1,-,-,-,1,1,-,1,-,Pawmo,,,
,1,-,-,-,-,-,-,-,-,Pawmo (T),,,
,6,-,-,-,6,8,-,10,-,Pawmot,,,
,6,-,-,-,-,-,-,-,-,Pawmot (T),,,
,1,-,-,-,1,1,5,1,-,Tandemaus,,,
,1,-,-,-,-,-,-,-,-,Tandemaus (T),,,
,4,-,-,-,12,4,-,7,-,Maushold,,,
,4,-,-,-,-,-,-,-,-,Maushold (T),,,
,1,-,-,-,1,1,6,1,-,Fidough,,,
,1,-,-,-,-,-,-,-,-,Fidough (T),,,
,2,-,-,-,3,2,-,4,-,Dachsbun,,,
,2,-,-,-,-,-,-,-,-,Dachsbun (T),,,
,1,-,-,-,1,1,4,1,-,Smoliv,,,
,1,-,-,-,-,-,-,-,-,Smoliv (T),,,
,1,-,-,-,1,1,-,1,-,Dolliv,,,
,1,-,-,-,-,-,-,-,-,Dolliv (T),,,
,4,-,-,-,6,4,-,5,-,Arboliva,,,
,4,-,-,-,-,-,-,-,-,Arboliva (T),,,
,2,-,-,-,2,1,-,1,-,Squawkabilly,,,
,2,-,-,-,-,-,-,-,-,Squawkabilly (T),,,
,1,-,-,-,1,1,5,1,-,Nacli,,,
,1,-,-,-,-,-,-,-,-,Nacli (T),,,
,2,-,-,-,1,1,-,2,-,Naclstack,,,
,2,-,-,-,-,-,-,-,-,Naclstack (T),,,
,7,-,-,-,8,8,-,10,-,Garganacl,,,
,8,-,-,-,-,-,-,-,-,Garganacl (T),,,
,1,-,-,-,1,1,3,1,-,Charcadet,,,
,1,-,-,-,-,-,-,-,-,Charcadet (T),,,
,7,-,-,-,10,7,-,6,-,Armarouge,,,
,7,-,-,-,-,-,-,-,-,Armarouge (T),,,
,10,-,-,-,10,11,-,8,-,Ceruledge,,,
,12,-,-,-,-,-,-,-,-,Ceruledge (T),,,
,1,-,-,-,1,1,4,1,-,Tadbulb,,,
,1,-,-,-,-,-,-,-,-,Tadbulb (T),,,
,6,-,-,-,5,6,-,5,-,Bellibolt,,,
,7,-,-,-,-,-,-,-,-,Bellibolt (T),,,
,1,-,-,-,1,1,11,1,-,Wattrel,,,
,1,-,-,-,-,-,-,-,-,Wattrel (T),,,
,7,-,-,-,5,7,-,3,-,Kilowattrel,,,
,7,-,-,-,-,-,-,-,-,Kilowattrel (T),,,
,1,-,-,-,1,1,8,1,-,Maschiff,,,
,1,-,-,-,-,-,-,-,-,Maschiff (T),,,
,2,-,-,-,1,2,-,4,-,Mabosstiff,,,
,2,-,-,-,-,-,-,-,-,Mabosstiff (T),,,
,1,-,-,-,1,1,10,1,-,Shroodle,,,
,1,-,-,-,-,-,-,-,-,Shroodle (T),,,
,3,-,-,-,3,3,-,5,-,Grafaiai,,,
,3,-,-,-,-,-,-,-,-,Grafaiai (T),,,
,1,-,-,-,1,1,7,1,-,Bramblin,,,
,1,-,-,-,-,-,-,-,-,Bramblin (T),,,
,5,-,-,-,6,5,-,7,-,Brambleghast,,,
,5,-,-,-,-,-,-,-,-,Brambleghast (T),,,
,1,-,-,-,2,1,10,1,-,Toedscool,,,
,1,-,-,-,-,-,-,-,-,Toedscool (T),,,
,3,-,-,-,5,4,-,6,-,Toedscruel,,,
,3,-,-,-,-,-,-,-,-,Toedscruel (T),,,
,1,-,-,-,1,2,-,1,-,Klawf,,,
,1,-,-,-,-,-,-,-,-,Klawf (T),,,
,1,-,-,-,1,1,6,1,-,Capsakid,,,
,1,-,-,-,-,-,-,-,-,Capsakid (T),,,
,1,-,-,-,1,1,-,6,-,Scovillain,,,
,1,-,-,-,-,-,-,-,-,Scovillain (T),,,
,1,-,-,-,1,1,3,1,-,Rellor,,,
,1,-,-,-,-,-,-,-,-,Rellor (T),,,
,1,-,-,-,3,1,-,1,-,Rabsca,,,
,1,-,-,-,-,-,-,-,-,Rabsca (T),,,
,1,-,-,-,1,1,11,1,-,Flittle,,,
,1,-,-,-,-,-,-,-,-,Flittle (T),,,
,7,-,-,-,3,6,-,10,-,Espathra,,,
,10,-,-,-,-,-,-,-,-,Espathra (T),,,
,1,-,-,-,1,1,9,1,-,Tinkatink,,,
,1,-,-,-,-,-,-,-,-,Tinkatink (T),,,
,1,-,-,-,2,1,-,1,-,Tinkatuff,,,
,1,-,-,-,-,-,-,-,-,Tinkatuff (T),,,
,10,-,-,-,11,10,-,7,-,Tinkaton,,,
,10,-,-,-,-,-,-,-,-,Tinkaton (T),,,
,1,-,-,-,1,1,4,1,-,Wiglett,,,
,1,-,-,-,-,-,-,-,-,Wiglett (T),,,
,1,-,-,-,1,1,-,1,-,Wugtrio,,,
,1,-,-,-,-,-,-,-,-,Wugtrio (T),,,
,3,-,-,-,2,1,-,5,-,Bombirdier,,,
,3,-,-,-,-,-,-,-,-,Bombirdier (T),,,
,1,-,-,-,1,1,5,1,-,Finizen,,,
,1,-,-,-,-,-,-,-,-,Finizen (T),,,
,17,-,-,-,8,17,-,16,-,Palafin,,,
,-,-,-,-,-,-,-,-,-,Palafin (T),,,
,-,-,-,-,-,-,-,-,-,-,,,
